"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"COL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",247.588,
"COG","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",317.685,
"CRI","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",179.322,
"CIV","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",259.055,
"HRV","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",716.27,
"CUB","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",534.042,
"CYP","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",314.829,
"PRK","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",777.021,
"COD","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",120.723,
"DOM","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",354.115,
"ECU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",235.611,
"EGY","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",905.827,
"SLV","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",285.397,
"GNQ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",288.326,
"ERI","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",362.359,
"EST","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",110.937,
"ETH","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",76.95,
"FJI","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",357.524,
"GAB","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",374.45,
"GMB","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",214.043,
"GEO","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",782.834,
"GHA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",416.284,
"GTM","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",200.482,
"GIN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",198.901,
"GNB","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",196.641,
"HTI","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",155.683,
"HND","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",170.777,
"IND","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",664.139,
"IDN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",364.611,
"IRN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",505.749,
"IRQ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",629.515,
"ISR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",263.31,
"JAM","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",308.365,
"JOR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",287.409,
"KAZ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",550.819,
"KEN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",116.313,
"KWT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",344.896,
"KGZ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",403.057,
"LAO","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",168.485,
"LVA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",555.921,
"LBN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",491.586,
"LSO","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",406.605,
"LBR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",125.67,
"LBY","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",460.906,
"LTU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",436.763,
"MKD","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",1330.188,
"MDG","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",80.128,
"MWI","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",73.244,
"MYS","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",308.53,
"MLI","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",167.27,
"MLT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",308.903,
"MRT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",319.696,
"MUS","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",448.833,
"MDA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",513.287,
"MNG","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",632.259,
"MAR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",710.163,
"MOZ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",63.43,
"MMR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",414.652,
"NAM","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",322.599,
"NPL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",572.427,
"NIC","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",138.82,
"NER","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",128.29,
"NGA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",339.295,
"PSE","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",358.368,
"OMN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",357.317,
"PAK","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",509.93,
"PAN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",159.482,
"PNG","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",124.285,
"PRY","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",141.129,
"PER","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",263.54,
"PHL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",283.712,
"QAT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",176.319,
"ROU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",731.004,
"RUS","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",495.672,
"RWA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",128.351,
"SAU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",511.045,
"SEN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",217.007,
"SLE","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",189.699,
"SGP","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",211.139,
"SVN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",374.769,
"SOM","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",49.187,
"ZAF","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",467.12,
"LKA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",326.989,
"SDN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",359.82,
"SWZ","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",289.363,
"SYR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",564.54,
"TWN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",464.905,
"TJK","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",532.623,
"TZA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",107.475,
"THA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",421.956,
"TLS","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",157.786,
"TGO","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",195.793,
"TTO","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",595.514,
"TUN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",610.325,
"TKM","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",611.182,
"UGA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",112.162,
"UKR","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",946.671,
"ARE","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",291.985,
"URY","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",210.273,
"UZB","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",825.275,
"VEN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",367.227,
"VNM","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",370.405,
"YEM","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",376.217,
"ZMB","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",161.841,
"ZWE","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",184.794,
"WLD","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",514.517,
"SRB","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",1207.067,
"MNE","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",943.336,
"G20","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",598.82,
"EU28","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",352.761,
"OECD","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",267.326,
"OECDE","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",342.57,
"EA19","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",287.189,
"EU27","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",373.767,
